da,naics,countOsm,countStatcan,osmCompleteness
35530066,5312,2,1,2.0
35530066,6111,2,1,2.0
35530066,7224,1,0,inf
35530066,8131,1,0,inf
35530066,44512,2,2,1.0
35530066,44711,2,0,inf
35530066,45114,1,0,inf
35530066,45392,2,1,2.0
35530066,52421,1,1,1.0
35530066,54131,1,1,1.0
35530066,71212,2,0,inf
35530066,72111,1,1,1.0
35530066,72112,1,0,inf
35530066,81221,1,0,inf
35530066,81293,10,0,inf
35530066,722511,3,3,1.0
35530066,722512,1,1,1.0
35510078,8131,5,1,5.0
35510078,44411,1,1,1.0
35510078,71391,1,0,inf
35510078,721211,3,1,3.0
35530077,6111,1,0,inf
35530077,44512,1,0,inf
35530077,44521,1,0,inf
35530077,44711,1,0,inf
35530077,81293,1,0,inf
35530079,6111,2,0,inf
35530079,8131,2,1,2.0
35530079,81293,2,0,inf
35530081,4481,4,0,inf
35530081,6111,2,0,inf
35530081,6112,2,1,2.0
35530081,6113,1,0,inf
35530081,7224,2,1,2.0
35530081,8131,2,0,inf
35530081,44611,1,1,1.0
35530081,51111,1,1,1.0
35530081,54111,1,6,0.16666666666666666
35530081,72111,1,0,inf
35530081,72112,1,0,inf
35530081,81293,14,0,inf
35530081,541212,1,2,0.5
35530081,722511,1,1,1.0
35530081,722512,3,2,1.5
35530081,812114,2,0,inf
35530082,4421,1,1,1.0
35530082,8131,2,0,inf
35530082,44411,1,0,inf
35530082,54111,7,16,0.4375
35530082,72111,1,0,inf
35530082,72112,1,0,inf
35530082,81293,7,0,inf
35530082,451310,2,0,inf
35530082,541212,1,3,0.3333333333333333
35530082,812114,2,0,inf
35530083,447,1,0,inf
35530083,4453,1,1,1.0
35530083,4481,2,0,inf
35530083,4531,2,0,inf
35530083,6111,1,0,inf
35530083,6113,1,0,inf
35530083,8111,3,2,1.5
35530083,8123,1,2,0.5
35530083,8131,3,0,inf
35530083,44221,3,2,1.5
35530083,44314,2,1,2.0
35530083,44412,1,0,inf
35530083,44511,1,1,1.0
35530083,44611,1,0,inf
35530083,45112,1,0,inf
35530083,45392,1,0,inf
35530083,54111,6,8,0.75
35530083,71212,1,0,inf
35530083,72111,1,1,1.0
35530083,72112,1,0,inf
35530083,81293,17,0,inf
35530083,812114,1,0,inf
35530084,44512,1,0,inf
35530084,44711,1,0,inf
35530084,54111,1,1,1.0
35530084,81293,5,0,inf
35530084,722511,1,2,0.5
35440224,44411,1,1,1.0
35440224,721211,1,0,inf
35470163,447,1,0,inf
35470163,4453,1,0,inf
35470163,44512,1,0,inf
35470163,44711,1,0,inf
35470163,71212,1,0,inf
35470163,72111,2,1,2.0
35470163,72112,2,0,inf
35470163,721211,3,0,inf
35430992,81293,1,0,inf
35430994,6111,1,0,inf
35430994,81293,7,0,inf
35490218,447,1,0,inf
35490218,721211,1,0,inf
35490221,6111,1,0,inf
35490221,22132,1,0,inf
35490221,51912,1,0,inf
35490221,72111,1,0,inf
35490221,72112,1,0,inf
35490221,721198,2,0,inf
35490221,721211,1,0,inf
35490223,447,2,1,2.0
35490223,8111,1,4,0.25
35490223,8131,3,2,1.5
35490223,44413,1,1,1.0
35490223,721211,2,0,inf
35490225,447,2,0,inf
35490225,8111,1,2,0.5
35490225,71393,1,1,1.0
35490225,72111,1,1,1.0
35490225,72112,1,0,inf
35490225,721211,2,0,inf
35490225,722511,3,4,0.75
35490225,722512,2,4,0.5
35490227,8131,1,3,0.3333333333333333
35490227,71393,2,0,inf
35490227,721211,2,0,inf
35510071,6111,1,0,inf
35510071,44512,1,0,inf
35510071,44711,1,0,inf
35510071,45322,1,0,inf
35510071,721211,1,0,inf
35510072,491,1,0,inf
35510072,5221,1,1,1.0
35510072,8131,1,2,0.5
35510072,71393,1,2,0.5
35510072,72111,1,2,0.5
35510072,72112,1,0,inf
35510072,81293,4,0,inf
35510072,721211,1,0,inf
35510072,722511,2,5,0.4
35510094,447,1,1,1.0
35510094,4453,1,1,1.0
35510094,5221,1,1,1.0
35510094,8123,1,0,inf
35510094,8131,1,2,0.5
35510094,44411,1,0,inf
35510094,44511,1,1,1.0
35510094,44611,1,1,1.0
35510094,45322,1,0,inf
35510094,51912,2,0,inf
35510094,446191,1,1,1.0
35510094,722511,1,3,0.3333333333333333
35520117,447,1,0,inf
35520117,2211,1,0,inf
35520117,6111,1,0,inf
35520117,8131,1,0,inf
35520117,721211,1,0,inf
35520117,722511,1,0,inf
35520118,447,1,0,inf
35520118,4411,1,0,inf
35520118,45322,1,1,1.0
35520118,72111,1,1,1.0
35520118,72112,1,0,inf
35520118,532112,1,0,inf
35520118,722512,1,1,1.0
35530086,8131,1,0,inf
35430996,6111,1,0,inf
35430996,81293,3,0,inf
35430996,722511,1,1,1.0
35440181,81293,1,0,inf
35520103,8111,1,0,inf
35520103,8131,2,0,inf
35520103,51912,1,0,inf
35520109,4411,1,1,1.0
35520109,7224,1,1,1.0
35520109,44512,1,0,inf
35520109,44711,1,0,inf
35520109,72111,1,0,inf
35520109,72112,1,0,inf
35520109,532112,1,0,inf
35520109,722511,1,1,1.0
35520110,447,1,0,inf
35520110,44511,1,0,inf
35520110,72111,1,0,inf
35520110,72112,1,0,inf
35520110,722512,1,0,inf
35520111,8131,1,1,1.0
35520111,81293,1,0,inf
35520112,2211,2,0,inf
35520112,4481,1,0,inf
35520112,8123,1,0,inf
35520112,8131,1,0,inf
35520112,44411,1,0,inf
35520112,44413,1,0,inf
35520112,44511,1,0,inf
35520112,72111,2,0,inf
35520112,72112,2,0,inf
35520112,452110,2,0,inf
35520112,721198,1,0,inf
35520112,721211,1,0,inf
35520112,722511,2,0,inf
35520112,722512,1,0,inf
35520113,447,2,1,2.0
35520113,491,1,0,inf
35520113,4411,1,1,1.0
35520113,4421,1,0,inf
35520113,4453,1,2,0.5
35520113,5221,4,1,4.0
35520113,6111,1,0,inf
35520113,8131,2,2,1.0
35520113,44131,1,1,1.0
35520113,44512,1,1,1.0
35520113,44611,1,1,1.0
35520113,44711,1,0,inf
35520113,45321,1,0,inf
35520113,51111,2,1,2.0
35520113,52421,1,1,1.0
35520113,54194,1,1,1.0
35520113,71395,1,0,inf
35520113,81293,1,0,inf
35520113,532112,1,0,inf
35520113,722511,1,3,0.3333333333333333
35520113,722512,3,4,0.75
35470313,4453,1,1,1.0
35520120,447,1,0,inf
35520120,2211,1,0,inf
35520120,71393,1,0,inf
35520120,81293,2,0,inf
35520120,721211,1,0,inf
35520120,722511,1,0,inf
35470318,111,1,0,inf
35470318,112,1,1,1.0
35470318,8131,1,1,1.0
35470318,81293,1,0,inf
35470318,721211,4,1,4.0
35440182,6111,1,1,1.0
35440182,8131,1,0,inf
35440182,81293,1,0,inf
35440182,721211,2,0,inf
35440183,8131,1,0,inf
35440184,447,2,1,2.0
35440184,4453,1,1,1.0
35440184,8131,3,3,1.0
35440184,22132,1,0,inf
35440184,44512,1,1,1.0
35440184,44711,1,1,1.0
35440184,45321,1,1,1.0
35440184,45391,1,1,1.0
35440184,71211,2,0,inf
35440184,71212,1,0,inf
35440184,72111,1,0,inf
35440184,72112,1,0,inf
35440184,81293,11,0,inf
35440184,452110,1,0,inf
35440184,722511,2,2,1.0
35440184,722512,1,2,0.5
35440191,72111,1,1,1.0
35440191,72112,1,0,inf
35440227,6111,1,0,inf
35440227,8131,1,0,inf
35440227,81293,2,0,inf
35440228,81293,3,0,inf
35440229,71211,1,0,inf
35440229,81293,1,0,inf
35440230,6111,2,0,inf
35440230,8131,1,1,1.0
35440230,81293,6,0,inf
35440231,447,1,0,inf
35440231,491,1,0,inf
35440231,4453,1,0,inf
35440231,4481,1,1,1.0
35440231,5221,4,1,4.0
35440231,5312,1,3,0.3333333333333333
35440231,7224,1,0,inf
35440231,8123,1,0,inf
35440231,8131,2,2,1.0
35440231,44511,1,0,inf
35440231,44512,3,1,3.0
35440231,44711,3,0,inf
35440231,45112,1,0,inf
35440231,51912,1,0,inf
35440231,71212,1,0,inf
35440231,81293,7,0,inf
35440231,445291,1,0,inf
35440231,722511,3,3,1.0
35440231,722512,2,3,0.6666666666666666
35440232,4453,2,2,1.0
35440232,8111,1,2,0.5
35440232,44511,1,2,0.5
35440232,44611,1,1,1.0
35440232,72111,1,2,0.5
35440232,72112,1,0,inf
35440232,81293,7,0,inf
35440232,445292,1,0,inf
35440232,452110,2,0,inf
35440232,722512,2,2,1.0
35440232,811192,1,0,inf
35440234,447,1,0,inf
35440234,8111,1,0,inf
35440234,44411,1,0,inf
35440234,81293,6,0,inf
35440234,722512,1,1,1.0
35470170,447,3,4,0.75
35470170,4453,1,2,0.5
35470170,44411,1,1,1.0
35470170,44512,2,0,inf
35470170,44711,2,2,1.0
35470170,72111,1,3,0.3333333333333333
35470170,72112,1,0,inf
35470170,81221,1,1,1.0
35470170,81293,6,0,inf
35470170,452110,1,0,inf
35470170,721198,1,0,inf
35470170,722511,2,4,0.5
35470170,722512,2,3,0.6666666666666666
35470171,447,1,3,0.3333333333333333
35470171,8131,1,1,1.0
35470171,81293,1,0,inf
35470171,722511,1,1,1.0
35510089,447,1,0,inf
35510089,4453,1,0,inf
35510089,8131,2,1,2.0
35510089,721191,3,0,inf
35510089,721211,2,1,2.0
35440242,6111,1,0,inf
35440243,44512,1,0,inf
35440243,44711,1,0,inf
35440243,721211,1,0,inf
35470175,4411,1,0,inf
35470175,4531,1,0,inf
35470175,5221,1,1,1.0
35470175,5312,1,1,1.0
35470175,7224,1,0,inf
35470175,8123,1,1,1.0
35470175,44611,1,1,1.0
35470175,45391,1,0,inf
35470175,71211,1,0,inf
35470175,71212,2,0,inf
35470175,81293,25,0,inf
35470175,532112,1,0,inf
35470175,541213,1,0,inf
35470175,722511,4,4,1.0
35470175,722512,5,2,2.5
35470175,812114,1,0,inf
35470177,447,2,1,2.0
35470177,491,1,0,inf
35470177,4421,1,1,1.0
35470177,5221,1,0,inf
35470177,6111,1,0,inf
35470177,8131,1,1,1.0
35470177,44512,1,1,1.0
35470177,44711,1,1,1.0
35470177,71394,1,1,1.0
35470177,81293,1,0,inf
35470177,722511,2,3,0.6666666666666666
35470177,722512,2,2,1.0
35470177,812115,1,1,1.0
35470179,6111,1,0,inf
35470180,45322,1,1,1.0
35470180,81293,11,0,inf
35470181,6111,2,0,inf
35470181,8111,2,2,1.0
35470181,44131,1,0,inf
35470181,71211,1,0,inf
35470181,71391,1,0,inf
35470181,72111,1,0,inf
35470181,72112,1,0,inf
35470181,81293,28,0,inf
35470181,722511,1,1,1.0
35470181,811192,1,0,inf
35530067,6111,1,0,inf
35530067,8111,1,0,inf
35530067,81293,3,0,inf
35530068,8131,1,1,1.0
35530068,71212,1,0,inf
35530068,81293,9,0,inf
35470185,8131,2,0,inf
35470185,44511,1,1,1.0
35470185,71391,1,0,inf
35470185,81293,5,0,inf
35470187,44131,1,0,inf
35470188,2211,1,0,inf
35470188,81293,1,0,inf
35470188,722511,1,0,inf
35470188,722512,1,1,1.0
35470190,6111,1,0,inf
35470190,721211,1,0,inf
35470191,4411,1,1,1.0
35470191,71391,1,0,inf
35470191,532112,1,0,inf
35430724,447,1,0,inf
35430724,4453,1,0,inf
35430724,5221,1,0,inf
35430724,44511,4,1,4.0
35430724,44512,1,0,inf
35430724,44521,1,0,inf
35430724,44611,1,0,inf
35430724,44711,1,0,inf
35430724,45391,1,0,inf
35430724,81293,8,0,inf
35430724,722511,1,0,inf
35430724,722512,2,1,2.0
35430724,812114,1,0,inf
35430724,812115,1,0,inf
35430726,81293,3,0,inf
35430726,441220,1,0,inf
35430726,722511,1,2,0.5
35430726,722512,1,4,0.25
35440254,447,6,0,inf
35440254,71391,1,0,inf
35440254,81293,8,0,inf
35470209,447,1,0,inf
35470209,4481,1,0,inf
35470209,5221,2,1,2.0
35470209,6111,1,1,1.0
35470209,6112,1,0,inf
35470209,44611,1,1,1.0
35470209,71211,1,0,inf
35470209,71212,2,0,inf
35470209,71393,1,0,inf
35470209,81293,5,0,inf
35470209,532111,1,0,inf
35470209,722511,2,6,0.3333333333333333
35470210,447,1,0,inf
35470210,8131,1,5,0.2
35470210,81293,1,0,inf
35470210,445291,1,0,inf
35470210,522291,1,0,inf
35470210,722511,3,2,1.5
35470210,722512,1,3,0.3333333333333333
35470211,4453,1,1,1.0
35470211,71393,1,0,inf
35470211,81293,1,0,inf
35470212,722511,2,0,inf
35470212,722512,1,2,0.5
35470213,447,1,1,1.0
35470213,8123,1,0,inf
35470213,44131,1,1,1.0
35470213,44511,1,1,1.0
35470213,44611,1,1,1.0
35470213,54194,1,2,0.5
35470213,72111,2,1,2.0
35470213,72112,2,0,inf
35470213,81293,1,0,inf
35470213,522291,1,0,inf
35470213,722511,2,1,2.0
35470213,722512,3,6,0.5
35470214,4453,1,0,inf
35470214,4481,1,8,0.125
35470214,4531,1,0,inf
35470214,5221,1,1,1.0
35470214,6111,1,0,inf
35470214,8131,1,1,1.0
35470214,44314,1,3,0.3333333333333333
35470214,44511,2,0,inf
35470214,45321,1,1,1.0
35470214,51213,1,0,inf
35470214,71211,1,1,1.0
35470214,72111,2,1,2.0
35470214,72112,2,0,inf
35470214,81293,4,0,inf
35470214,452110,1,0,inf
35470214,722512,1,5,0.2
35470215,81293,1,0,inf
35470216,81293,2,0,inf
35470217,6111,1,0,inf
35470220,81293,2,0,inf
35470221,6111,2,0,inf
35530069,71212,1,0,inf
35530069,81293,9,0,inf
35530069,812114,1,0,inf
35530072,447,1,0,inf
35530072,8111,1,0,inf
35530072,44512,1,0,inf
35530072,44711,1,0,inf
35530072,81293,6,0,inf
35530072,722511,1,0,inf
35530072,811192,1,0,inf
35530075,6111,1,0,inf
35530075,7224,1,1,1.0
35530075,8123,1,0,inf
35530075,8131,1,0,inf
35530075,44512,1,0,inf
35530075,44711,1,0,inf
35530075,45114,1,1,1.0
35530075,81293,8,0,inf
35530076,6111,4,0,inf
35530076,81293,2,0,inf
35480142,6111,1,0,inf
35480143,6111,1,0,inf
35510095,447,3,1,3.0
35510095,4453,1,0,inf
35510095,6111,2,0,inf
35510095,8131,2,0,inf
35510095,45299,1,1,1.0
35510095,51912,1,1,1.0
35510095,71391,1,0,inf
35510095,81293,2,0,inf
35510095,721211,3,0,inf
35510095,722511,1,0,inf
35510096,447,2,2,1.0
35510096,2211,2,0,inf
35510096,6111,1,0,inf
35510096,6112,1,0,inf
35510096,8131,1,0,inf
35510096,22132,1,0,inf
35510096,44411,1,0,inf
35510096,45322,1,0,inf
35510096,81293,1,0,inf
35510096,721211,1,1,1.0
35510099,491,1,0,inf
35510099,8131,3,1,3.0
35510099,71393,1,0,inf
35510099,721211,3,0,inf
35510099,722511,1,0,inf
35530088,6111,1,0,inf
35530088,8111,2,2,1.0
35530088,81293,4,0,inf
35530088,812114,2,0,inf
35530089,4411,1,0,inf
35530089,6111,1,0,inf
35530089,8123,1,0,inf
35530089,44314,1,0,inf
35530089,44413,1,1,1.0
35530089,44512,1,0,inf
35530089,44611,1,1,1.0
35530089,44711,1,0,inf
35530089,81293,4,0,inf
35530089,445291,1,1,1.0
35530089,532112,1,0,inf
35530089,722511,2,1,2.0
35530089,722512,1,1,1.0
35530090,5221,1,1,1.0
35530090,7224,1,1,1.0
35530090,8111,1,1,1.0
35530090,8131,1,0,inf
35530090,44512,2,0,inf
35530090,44711,2,0,inf
35530090,45391,1,0,inf
35530090,81293,6,0,inf
35530090,722511,1,0,inf
35530091,8131,2,1,2.0
35530091,81293,2,0,inf
35530092,8131,1,1,1.0
35530092,81293,1,0,inf
35431150,44511,1,0,inf
35431150,71391,2,0,inf
35431150,71393,1,0,inf
35431150,71394,1,0,inf
35431150,72111,1,0,inf
35431150,72112,1,0,inf
35431150,81293,8,0,inf
35431150,721198,4,0,inf
35431150,722511,2,0,inf
35510085,447,1,1,1.0
35510085,8131,4,1,4.0
35510085,44512,1,1,1.0
35510085,44711,1,1,1.0
35510085,45299,1,0,inf
35510085,45322,3,0,inf
35510085,72111,3,3,1.0
35510085,72112,3,0,inf
35510085,81293,5,0,inf
35510085,721191,1,1,1.0
35510085,721198,1,0,inf
35510085,721211,3,0,inf
35510085,722511,3,2,1.5
35510085,722512,2,1,2.0
35510087,447,2,0,inf
35510087,491,1,0,inf
35510087,4411,1,0,inf
35510087,4453,1,0,inf
35510087,5221,1,0,inf
35510087,6111,1,0,inf
35510087,8131,4,0,inf
35510087,44411,1,0,inf
35510087,44511,2,0,inf
35510087,44611,1,0,inf
35510087,45322,1,0,inf
35510087,54194,1,0,inf
35510087,72111,2,0,inf
35510087,72112,2,0,inf
35510087,81293,1,0,inf
35510087,532112,1,0,inf
35510087,721211,1,1,1.0
35510087,722511,1,1,1.0
35510087,722512,1,0,inf
35510091,8131,3,0,inf
35510091,71393,1,0,inf
35510091,721211,2,0,inf
35530114,6111,1,0,inf
35530114,44314,1,0,inf
35530114,81293,3,0,inf
35510100,8131,1,0,inf
35470294,447,1,0,inf
35470294,8131,2,0,inf
35470294,44512,1,0,inf
35470294,44711,1,0,inf
35470294,721211,2,0,inf
35470295,8131,1,0,inf
35470295,71211,1,0,inf
35470295,81293,1,0,inf
35470295,721198,1,0,inf
35470295,721211,1,0,inf
35470295,722511,1,0,inf
35470296,447,3,0,inf
35470296,2211,1,0,inf
35470296,4453,1,0,inf
35470296,8131,2,1,2.0
35470296,8133,1,0,inf
35470296,8134,1,0,inf
35470296,44413,1,0,inf
35470296,44512,2,0,inf
35470296,44711,2,0,inf
35470296,81293,2,0,inf
35470296,81392,1,0,inf
35470296,532111,1,0,inf
35470296,721198,2,0,inf
35470296,721211,3,1,3.0
35470296,722511,3,1,3.0
35470297,111,1,2,0.5
35470297,112,1,0,inf
35470297,447,1,0,inf
35470297,491,1,0,inf
35470297,2211,1,0,inf
35470297,4453,1,1,1.0
35470297,7224,1,0,inf
35470297,45299,1,0,inf
35470297,71212,1,0,inf
35470297,71391,2,1,2.0
35470297,71392,1,0,inf
35470297,72111,3,2,1.5
35470297,72112,3,0,inf
35470297,81293,10,0,inf
35470297,721211,1,1,1.0
35470297,722511,2,3,0.6666666666666666
35470297,722512,1,0,inf
35520083,447,1,0,inf
35520083,491,1,0,inf
35520083,4453,1,1,1.0
35520083,6111,1,0,inf
35520083,8131,1,0,inf
35520083,721198,4,0,inf
35520083,721211,3,0,inf
35520083,722511,1,0,inf
35520085,111,1,0,inf
35520085,112,1,0,inf
35520085,447,1,0,inf
35520085,6111,2,0,inf
35520085,8131,2,0,inf
35520085,44512,1,0,inf
35520085,44711,1,0,inf
35520085,72111,1,1,1.0
35520085,72112,1,0,inf
35520085,721198,4,0,inf
35520085,721211,1,0,inf
35431151,111,4,0,inf
35431151,112,4,0,inf
35431151,71391,1,2,0.5
35431151,81293,7,0,inf
35431151,721211,1,0,inf
35431279,447,1,0,inf
35431279,44512,1,0,inf
35431279,44711,1,0,inf
35431279,722511,1,0,inf
35470309,721211,1,1,1.0
35470311,6111,1,0,inf
35470311,8131,1,1,1.0
35470311,71212,1,0,inf
35470311,71391,1,1,1.0
35470311,81293,3,0,inf
35470311,721191,1,0,inf
35470182,8131,1,0,inf
35470182,81293,10,0,inf
35470183,81293,11,0,inf
35470184,447,2,0,inf
35470184,4453,2,2,1.0
35470184,4481,1,0,inf
35470184,5221,2,0,inf
35470184,7224,1,0,inf
35470184,8111,1,0,inf
35470184,22132,1,0,inf
35470184,44413,1,0,inf
35470184,44511,1,0,inf
35470184,44512,1,0,inf
35470184,44611,1,1,1.0
35470184,44711,1,0,inf
35470184,45112,1,0,inf
35470184,71212,1,0,inf
35470184,71391,1,1,1.0
35470184,71393,2,0,inf
35470184,81293,10,0,inf
35470184,446191,1,0,inf
35470184,452110,1,0,inf
35470184,532111,1,0,inf
35470184,721211,1,0,inf
35470184,722512,3,1,3.0
35430766,8123,1,0,inf
35430766,44511,1,0,inf
35430766,44512,1,0,inf
35430766,44711,1,0,inf
35430766,81293,6,0,inf
35430766,722511,1,0,inf
35430766,722512,1,0,inf
35430766,812114,1,0,inf
35480216,447,1,1,1.0
35480216,4453,1,1,1.0
35480216,44411,1,0,inf
35480216,72111,1,1,1.0
35480216,72112,1,0,inf
35480216,721211,1,1,1.0
35480216,722511,1,1,1.0
35480216,722512,1,1,1.0
35470194,4411,5,3,1.6666666666666667
35470194,71391,2,1,2.0
35470194,72111,1,1,1.0
35470194,72112,1,0,inf
35470194,81293,2,0,inf
35470194,532111,1,0,inf
35470194,532112,5,0,inf
35470194,721211,1,0,inf
35430780,447,1,0,inf
35430780,491,1,0,inf
35430780,4421,1,0,inf
35430780,4453,3,3,1.0
35430780,5221,2,2,1.0
35430780,6111,3,0,inf
35430780,8111,4,2,2.0
35430780,44221,1,0,inf
35430780,44314,2,3,0.6666666666666666
35430780,44411,1,1,1.0
35430780,44511,2,3,0.6666666666666666
35430780,44512,2,2,1.0
35430780,44521,1,1,1.0
35430780,44611,1,1,1.0
35430780,44711,2,0,inf
35430780,54194,1,1,1.0
35430780,71394,1,0,inf
35430780,81293,39,0,inf
35430780,452110,1,0,inf
35430780,722511,1,2,0.5
35430780,722512,8,5,1.6
35430780,811192,1,0,inf
35430780,812114,2,0,inf
35430780,812115,1,0,inf
35430781,111,2,4,0.5
35430781,112,2,2,1.0
35430781,447,5,1,5.0
35430781,6111,1,0,inf
35430781,71391,1,0,inf
35430781,81293,7,0,inf
35440269,8131,1,0,inf
35440269,71212,1,0,inf
35440269,81293,2,0,inf
35440269,721198,1,0,inf
35440269,721211,1,0,inf
35460071,447,1,5,0.2
35460071,491,1,0,inf
35460071,4453,1,2,0.5
35460071,44419,1,0,inf
35460071,45299,1,3,0.3333333333333333
35460071,71393,1,2,0.5
35460071,81293,5,0,inf
35460071,721198,1,0,inf
35460071,721211,4,1,4.0
35460071,722511,1,5,0.2
35460074,447,1,0,inf
35460074,4421,1,0,inf
35460074,8111,1,0,inf
35460074,8131,1,0,inf
35460074,44413,1,0,inf
35460074,53113,1,0,inf
35460074,71393,1,1,1.0
35460074,71394,1,0,inf
35460074,81293,5,0,inf
35460074,721211,5,0,inf
35460075,4453,1,0,inf
35460075,6111,1,0,inf
35460075,8131,1,0,inf
35460075,44511,1,0,inf
35460075,44611,1,0,inf
35460075,81293,6,0,inf
35460075,722511,1,0,inf
35470174,447,1,0,inf
35470174,7224,1,0,inf
35470174,51213,1,0,inf
35470174,71212,1,0,inf
35470174,71311,1,0,inf
35470174,81293,7,0,inf
35430750,81293,1,0,inf
35430751,111,5,0,inf
35430751,112,5,0,inf
35430751,8131,4,0,inf
35430751,81293,7,0,inf
35430752,447,1,0,inf
35430752,5221,3,0,inf
35430752,6111,2,0,inf
35430752,6244,1,0,inf
35430752,8111,1,1,1.0
35430752,44314,1,0,inf
35430752,44511,3,0,inf
35430752,44512,1,1,1.0
35430752,44611,1,1,1.0
35430752,44711,1,0,inf
35430752,51912,1,0,inf
35430752,71394,1,1,1.0
35430752,81293,40,0,inf
35430752,446191,1,1,1.0
35430752,452110,1,1,1.0
35430752,722511,3,4,0.75
35430752,722512,5,7,0.7142857142857143
35430752,811192,1,0,inf
35430752,812114,1,0,inf
35430752,812115,1,3,0.3333333333333333
35430753,6111,1,0,inf
35430753,81293,1,0,inf
35430769,111,3,0,inf
35430769,112,3,0,inf
35430769,447,1,0,inf
35430769,8111,1,3,0.3333333333333333
35430769,22132,1,0,inf
35430769,81293,9,0,inf
35430770,111,6,0,inf
35430770,112,6,0,inf
35430770,447,1,0,inf
35430770,44512,1,1,1.0
35430770,44711,1,0,inf
35430770,52421,1,0,inf
35430770,81293,5,0,inf
35430770,722512,1,1,1.0
35480145,447,2,1,2.0
35480145,6111,1,0,inf
35480145,72111,1,0,inf
35480145,72112,1,0,inf
35480145,722512,2,2,1.0
35480175,72111,4,2,2.0
35480175,72112,4,0,inf
35480175,81293,2,0,inf
35480176,4531,1,1,1.0
35480176,6111,3,1,3.0
35480176,81293,2,0,inf
35480176,722511,1,1,1.0
35480176,812114,1,1,1.0
35430782,111,2,20,0.1
35430782,112,2,2,1.0
35430782,81293,2,0,inf
35430722,111,1,0,inf
35430722,112,1,0,inf
35430722,5221,1,0,inf
35430722,71391,1,0,inf
35430722,81293,6,0,inf
35430722,452110,1,0,inf
35430744,81293,1,0,inf
35430744,721211,1,0,inf
35470223,4453,1,0,inf
35470223,4481,2,2,1.0
35470223,5221,1,0,inf
35470223,6111,1,0,inf
35470223,8111,1,1,1.0
35470223,44411,1,1,1.0
35470223,44422,1,0,inf
35470223,44511,1,0,inf
35470223,45112,1,0,inf
35470223,72111,1,0,inf
35470223,72112,1,0,inf
35470223,81293,5,0,inf
35470223,452110,1,1,1.0
35470223,722511,2,2,1.0
35470223,722512,1,2,0.5
35470224,6111,1,0,inf
35470225,447,1,0,inf
35470225,4411,1,0,inf
35470225,44422,1,1,1.0
35470225,72111,1,1,1.0
35470225,72112,1,0,inf
35470225,532112,1,0,inf
35490154,8131,2,0,inf
35530116,4481,1,20,0.05
35530116,44411,1,1,1.0
35530116,44611,1,1,1.0
35530116,81293,7,0,inf
35530116,452110,1,2,0.5
35530116,722511,1,2,0.5
35530116,722512,1,9,0.1111111111111111
35530117,6111,1,0,inf
35530117,8123,1,0,inf
35530117,44512,1,1,1.0
35530117,44711,1,0,inf
35530117,54194,1,1,1.0
35530117,81293,2,0,inf
35530117,445291,1,0,inf
35530117,722511,1,1,1.0
35530117,812114,1,0,inf
35530121,6111,1,0,inf
35530121,81293,6,0,inf
35490194,447,1,0,inf
35490194,6111,1,0,inf
35490194,6112,1,0,inf
35490194,44512,1,0,inf
35490194,44711,1,0,inf
35490194,71393,1,0,inf
35490194,72111,1,0,inf
35490194,72112,1,0,inf
35490194,81293,5,0,inf
35490194,721211,1,0,inf
35490195,6111,1,0,inf
35490195,8131,1,1,1.0
35490195,81293,4,0,inf
35430841,447,1,0,inf
35430841,8123,1,0,inf
35430841,44411,1,1,1.0
35430841,44512,2,0,inf
35430841,44711,2,0,inf
35430841,81293,5,0,inf
35430841,441220,1,0,inf
35430841,721211,4,0,inf
35430842,8131,1,0,inf
35530192,8131,1,0,inf
35530192,44512,1,1,1.0
35530192,44711,1,0,inf
35530192,72111,1,1,1.0
35530192,72112,1,0,inf
35530192,81293,3,0,inf
35530192,812115,1,0,inf
35530193,6244,1,0,inf
35530193,72111,2,0,inf
35530193,72112,2,0,inf
35530193,81293,1,0,inf
35530193,722511,1,1,1.0
35530194,8131,1,1,1.0
35530194,44512,1,1,1.0
35530194,44711,1,0,inf
35530194,81293,2,0,inf
35530194,812115,1,0,inf
35530358,447,1,0,inf
35530358,6111,3,0,inf
35530358,8131,5,1,5.0
35530358,44512,1,1,1.0
35530358,44711,1,0,inf
35530361,6111,2,0,inf
35480234,447,2,2,1.0
35480234,491,1,0,inf
35480234,8111,1,2,0.5
35480234,8131,1,1,1.0
35480234,44512,1,0,inf
35480234,44711,1,1,1.0
35480234,71212,1,0,inf
35480234,81293,1,0,inf
35480234,721191,1,0,inf
35480234,721198,1,0,inf
35480234,722511,1,1,1.0
35480235,8131,1,0,inf
35480235,71393,1,0,inf
35480235,72111,1,0,inf
35480235,72112,1,0,inf
35480235,721191,2,0,inf
35480235,721198,1,0,inf
35480235,721211,2,0,inf
35480236,447,1,1,1.0
35480236,2211,1,0,inf
35480236,8131,2,1,2.0
35480236,721211,1,0,inf
35480237,6111,1,0,inf
35530277,6111,2,0,inf
35530277,8131,1,0,inf
35530277,81293,1,0,inf
35540074,81293,1,0,inf
35540075,447,1,0,inf
35540075,8111,1,0,inf
35530243,6111,1,0,inf
35530243,81293,5,0,inf
35530243,452110,1,0,inf
35530243,722512,1,0,inf
35530244,4421,1,1,1.0
35530244,5221,1,0,inf
35530244,7224,1,0,inf
35530244,8111,3,0,inf
35530244,44512,1,0,inf
35530244,44711,1,0,inf
